ST_B10,latitude,longitude,temperature_2m,Humidity,Wind_Speed,NDVI,NDBI,NDWI,,
43.00485008,17.39071016,78.41596236,29.86728355,47.12764728,0.770703214,0.177717987,0.036215362,-0.24772365,,
43.05612038,17.34489608,78.51657367,29.94512766,47.48671738,0.874405406,0.279033946,0.001729762,-0.294301799,,
39.02285678,17.29503959,78.45728486,29.94512766,47.48671738,0.874405406,0.388414384,-0.250279906,-0.347703803,,
41.46674108,17.27572581,78.30322379,29.68843086,48.08804472,0.736680552,0.537084281,-0.209195764,-0.526119431,,
40.62932618,17.49132148,78.46896296,29.77357556,47.01103567,0.82392845,0.280613321,0.042558679,-0.425580337,,
40.3934828,17.44146498,78.57406585,30.15452944,47.29115994,0.905859426,0.31564253,-0.032527047,-0.358722785,,
44.43358244,17.52366083,78.35128366,29.68316739,46.75500842,0.74540959,0.394747181,-0.045539163,-0.408065977,,
42.06147656,17.49132148,78.48558179,29.77357556,47.01103567,0.82392845,0.612907241,-0.125487395,-0.580210444,,
33.54377072,17.47784675,78.41326741,29.68316739,46.75500842,0.74540959,0.159046218,-0.234916108,-0.034893843,,
40.44133508,17.4603296,78.53723492,29.77357556,47.01103567,0.82392845,0.205303317,0.012232695,-0.233602942,,
46.409198,17.33366714,78.45009834,29.94512766,47.48671738,0.874405406,0.200425238,0.080334412,-0.257493067,,
41.78803496,17.45449055,78.53229419,29.77357556,47.01103567,0.82392845,0.235467684,-0.061391659,-0.290794253,,
42.30415598,17.53758471,78.44021687,29.68316739,46.75500842,0.74540959,0.181547559,0.057399958,-0.247011385,,
45.2299811,17.25506456,78.58080321,30.1093608,47.5164543,0.926831332,0.233244383,-0.020099191,-0.315521854,,
41.27191394,17.47649927,78.3211901,29.72920759,46.81250449,0.654259583,0.135518073,0.033012835,-0.203060616,,
42.6151958,17.51512683,78.32253757,29.72920759,46.81250449,0.654259583,0.49494775,-0.209587254,-0.516266358,,
43.95505964,17.39026101,78.36026681,29.86728355,47.12764728,0.770703214,0.12522336,0.076049304,-0.207086094,,
36.67467704,17.47245685,78.59023553,29.90903685,47.45303408,0.882811497,0.527609685,-0.028613203,-0.513596905,,
40.42424498,17.498508,78.50534473,29.77357556,47.01103567,0.82392845,0.256642033,-0.030636064,-0.306133591,,
43.62009368,17.2694376,78.50759052,29.94512766,47.48671738,0.874405406,0.501671462,-0.029574157,-0.501423324,,
42.7348265,17.53084735,78.35038534,29.68316739,46.75500842,0.74540959,0.503864366,-0.110943474,-0.477715236,,
41.03265254,17.42799025,78.43752193,29.86728355,47.12764728,0.770703214,0.369931497,-0.112824537,-0.379465166,,
41.58637178,17.41810878,78.34050388,29.71647553,47.550813,0.690853673,0.42080055,-0.126516691,-0.413428673,,
41.26849592,17.43427846,78.5502605,30.15452944,47.29115994,0.905859426,0.246232918,0.013634776,-0.303453074,,
44.84374484,17.41676131,78.37374154,29.86728355,47.12764728,0.770703214,0.173587275,0.1171986,-0.278119996,,
43.50729902,17.48233832,78.34005472,29.72920759,46.81250449,0.654259583,0.550539267,-0.109495751,-0.533010685,,
47.35940756,17.28650559,78.50489557,29.94512766,47.48671738,0.874405406,0.270147173,0.074790714,-0.329129666,,
36.89684834,17.54791534,78.4887259,29.77357556,47.01103567,0.82392845,0.295152531,-0.141138941,-0.249446981,,
42.95357978,17.39340511,78.53768408,29.97608364,47.0811341,0.848508279,0.187271059,0.007793169,-0.239816075,,
42.74166254,17.4369734,78.53139587,29.97608364,47.0811341,0.848508279,0.376591132,-0.027491566,-0.387398342,,
42.6664661,17.43966835,78.32029178,29.71647553,47.550813,0.690853673,0.35657775,0.008108772,-0.424831603,,
41.16595532,17.46527033,78.56238775,29.90903685,47.45303408,0.882811497,0.215181981,-0.006604389,-0.270286124,,
40.12687724,17.43293098,78.4357253,29.86728355,47.12764728,0.770703214,0.403056555,-0.129550843,-0.399877795,,
39.46378136,17.50120294,78.56014196,29.90903685,47.45303408,0.882811497,0.354283907,-0.018111342,-0.440927533,,
42.96383384,17.31435336,78.31130863,29.68843086,48.08804472,0.736680552,0.472805224,-0.047952139,-0.502245348,,
